Вовка
"Нажата клавиша 'у',  "
"Нажата клавиша 'a',  "
"Нажата клавиша 'a',  "
"Нажата клавиша 'a',  "
Коля
"Нажата клавиша 'у',  "
"Нажата клавиша 'a',  "
"Нажата клавиша 'a',  "
"Нажата клавиша 'a',  "
"Нажата клавиша 'q',  "
